,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory,Do Not Drive Advisory,Stock Abbreviation,fuzzy_company,ticker,open,close,market_cap,eps,full_name
43,2025-09-16,25E058000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25E058000),"ZF North America, Inc.",Loss of Drive Power or Park Function,POWER TRAIN,,Equipment,2312,"ZF North America, Inc. (ZF) submitted a defect information report based upon the recall determinations made by BMW of North America, LLC (BMW) and Chrysler (FCA US, LLC). An insufficient weld in the transmission control unit can allow transmission fluid to leak on to electrical components, resulting in a loss of drive power or park function.",A loss of drive power or park function can increase the risk of a crash.,"Please refer to BMW Recall 23V821 or FCA Recall 24V413 for remedy information. Owners may contact BMW customer service at 1-800-525-7417, FCA customer service at 1-800-853-1403, or contact ZF customer service at 1-734-416-6200.",No,No,NYSE:,Central North Airport Group,GAERF,13.9399995803833,13.9399995803833,4924503552,0.73,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V."
44,2025-09-12,25V605000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V605000),Hyundai Motor America,Loss of Vehicle Stability Control from Improperly Tightened Fasteners,SUSPENSION,284,Vehicle,8,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 electric vehicles. Certain rear suspension alignment adjustment bolts may have been improperly tightened, which can cause a loss of vehicle stability control.",A loss of vehicle stability control increases the risk of a crash.,"Dealers will replace the adjustment bolts, align the wheels, and replace tires if necessary, free of charge. Owner notification letters are expected to be mailed November 10, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 284. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,20.0,19.559999465942383,269150797824,2.14,Toyota Motor Corporation
45,2025-09-15,25V615000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V615000),"Polestar Automotive USA, Inc.",Rearview Camera Image May Not Display,BACK OVER PREVENTION,RP1069,Vehicle,27816,"Polestar Automotive USA, Inc. (Polestar) is recalling certain 2021-2025 Polestar 2 vehicles. The rearview camera image may not display when the vehicle is placed in reverse.","A rearview camera image that does not display reduces the driver's view of what is behind the vehicle, increasing the risk of a crash.","Dealers will update the vehicle software, free of charge. Interim letters notifying owners of the safety risk are expected to be mailed November 7, 2025. Additional letters will be sent once the remedy is available, anticipated first or second quarter of 2026. Owners may contact Polestar's customer service at 1-800-806-2504. Polestar's number for this recall is RP1069. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning September 17, 2025. This recall replaces previous NHTSA recalls 24V477 and 25V280.  Vehicles previously repaired under those recalls will need to have the new remedy performed.",No,No,NYSE:PSNY,Polestar Automotive Holding UK PLC,PLSAY,,,,,
46,2025-09-15,25E057000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25E057000),"Autoliv, Inc.",Damaged Seat Belt Retractor,SEAT BELTS,,Equipment,32300,"Autoliv, Inc. (Autoliv) is recalling certain Seat Belt Assemblies, part number R230.2LLA. The torsion bar in the seat belt retractor may have been damaged during production.","A damaged seat belt retractor may not properly restrain an occupant during a crash, increasing the risk of injury.",The affected vehicle manufacturers will determine the appropriate remedy for their vehicles. Vehicle owners may contact their respective vehicle manufacturers customer service phone numbers.,No,No,NYSE:ALV,AUTOLIV INC,ALV,127.7699966430664,126.5199966430664,8788430848,9.65,"Autoliv, Inc."
47,2025-09-12,25V613000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V613000),"Yamaha Motor Corporation, USA",Ladder Welds May Fail,STRUCTURE,2025-001,Vehicle,922,"Yamaha Motor Corporation, USA (Yamaha) is recalling certain 2024-2025 Skeeter FXR boat trailers. The boarding ladder used to gain access to the bow of the boat was manufactured with incomplete welds that can cause the ladder to fail.","A ladder that unexpectedly fails while in use increases the risk of injury to the user.  In addition, if the welds fail during transport, the debris can cause a loss of control, increasing the risk of a crash.","Dealers will replace the trailer boarding ladder, free of charge. Owner notification letters are expected to be mailed October 10, 2025. Owners may contact Yamaha's customer service at 1-800-962-7926.  Yamaha's number for this recall is 2025-001.",No,No,NYSE:,"Yamaha Motor Co., Ltd.",YMHAY,14.95300006866455,14.963000297546387,7187896832,0.66,"Yamaha Motor Co., Ltd."
48,2025-09-12,25V612000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V612000),Orange EV,Hazard Lights May Shut Off/FMVSS 108,EXTERIOR LIGHTING,2025-SRC-07,Vehicle,1378,"Orange EV (OEV) is recalling certain 2017-2024 T-Series, 2023-2025 e-TRIEVER, and HUSK-e terminal trucks. The hazard warning lights may turn off when the ignition is in the 'Off' position. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Hazard lights that do not remain on cannot warn other drivers of a disabled vehicle, increasing the risk of a crash.","OEV field service will install a new hazard light wire harness and update the software, free of charge. Owner notification letters are expected to be mailed by October 31, 2025. Owners may contact OEV customer service at 1-866-688-5223. OEV's number for this recall is 2025-SRC-07.",No,No,NYSE:,LOBO EV TECHNOLOGIES LTD,LOBO,0.6119999885559082,0.6430000066757202,12963091,-0.35,Lobo Technologies Ltd.
49,2025-09-12,25V611000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V611000),Ford Motor Company,Driver and Front Passenger Door Trim May Detach,STRUCTURE,25S91,Vehicle,101944,Ford Motor Company (Ford) is recalling certain 2016-2019 Taurus vehicles. The driver and front passenger B-Pillar door trim may detach while driving.,"Door trim that detaches while driving can create a road hazard, increasing the risk of a crash.","Dealers will inspect the B-pillar trim, and repair or replace it, as necessary, free of charge. Interim letters, notifying owners of the safety risk, were mailed September 22, 2025. Additional letters will be sent once the final remedy is available, anticipated December 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S91.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
50,2025-09-12,25V610000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V610000),"Forest River, Inc.",Inconsistently Stripped Wires May Cause Electrical Arcing,ELECTRICAL SYSTEM,53-1974,Vehicle,502,"Forest River, Inc. (Forest River) is recalling certain 2025-2026 Spirit and Shasta Oasis recreational trailers. The 30 AMP or 50 AMP inlet wire sheathing may be inconsistently stripped, causing electrical arcing.",Electrical arcing increases the risk of a fire.,"Dealers will correct the 30 AMP and 50 AMP inlet wiring as necessary, free of charge. Owner notification letters were mailed September 19, 2025. Owners may contact Forest River customer service at 1-574-825-0856. Forest River's number for this recall is 53-1974.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,158.19000244140625,152.88999938964844,9697161216,-1.3,"Charles River Laboratories International, Inc."
51,2025-09-12,25V609000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V609000),"Daimler Vans USA, LLC",Improperly Reinforced Frame Members,STRUCTURE,VS3LAENGST,Vehicle,4,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2024 Mercedes-Benz Sprinter 2500 and Sprinter 3500 vehicles. The longitudinal frame members may not be reinforced properly.","Frame members with inadequate strength may reduce the vehicle's performance in a crash, increasing the risk of injury.","Dealers will inspect and repair the frame, as necessary, free of charge. Interim notification letters, notifying owners of the safety risk, are expected to be mailed November 7, 2025. A second notice will be sent once the final remedy is available, anticipated November 2025. Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VVS3LAENGST. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning September 19, 2025.",No,No,NYSE:,DAIMLER AG,MBGAF,60.91999816894531,60.599998474121094,60297027584,8.21,Mercedes-Benz Group AG
52,2025-09-12,25V606000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V606000),Hyundai Motor America,Charging Port Door Panel May Detach,ELECTRICAL SYSTEM,282,Vehicle,31042,Hyundai Motor America (Hyundai) is recalling certain 2023-2025 IONIQ 6 electric vehicles. The charging port door panel may detach.,"A detached charging port door panel can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will apply an adhesive on the charging port door assembly, free of charge. Owner notification letters are expected to be mailed November 10, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 282. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,20.0,19.559999465942383,269150797824,2.14,Toyota Motor Corporation
53,2025-09-12,25V607000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V607000),Hyundai Motor America,Seat Belt Buckles May Fail,SEAT BELTS,283,Vehicle,568580,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will inspect and replace the seat belt buckle assemblies, as necessary, free of charge. Owner notification letters are expected to be mailed November 10, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,20.0,19.559999465942383,269150797824,2.14,Toyota Motor Corporation
54,2025-09-12,25V604000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V604000),"Daimler Trucks North America, LLC",Loss of Steering Control from Improperly Installed Fasteners,STEERING,D25R2,Vehicle,95,"Daimler Trucks North America, LLC (DTNA) is recalling certain Thomas Built Buses 2025-2026 Saf-T-Liner HDX, Saf-T-Liner C2, 2026 Saf-T-Liner EFX, and Saf-T-Liner C2 Jouley school buses. The tie rod castle nut and cotter pin may not be installed properly, which can result in a loss of vehicle steering control.",A loss of vehicle steering control increases the risk of a crash.,"The remedy is currently under development. Owner notification letters are expected to be mailed November 10, 2025. Owners may contact DTNA customer service at 1-800-547-0712. DTNA's number for this recall is D25R2.",No,No,NYSE:,DAIMLER AG,MBGAF,60.91999816894531,60.599998474121094,60297027584,8.21,Mercedes-Benz Group AG
55,2025-09-12,25V603000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=25V603000),"Daimler Trucks North America, LLC",Loss of Steering Control from Improperly Installed Fasteners,STEERING,D25R2,Vehicle,343,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2024-2026 Western Star 47X, Freightliner Business Class M2, FCCC MT55G, 2025-2026 Western Star 49X, Freightliner Cascadia, Freightliner 114SD, FCCC MT45G, FCCC S2RV106, 2026 Thomas Built Buses Saf-T-Liner C2, Freightliner eCascadia, FCCC S2C106, and Freightliner 108SD vehicles. The tie rod castle nut and cotter pin may not be installed properly, which can result in a loss of vehicle steering control.",A loss of vehicle steering control increases the risk of a crash.,"The remedy is currently under development. Owner notification letters are expected to be mailed November 10, 2025. Owners may contact DTNA customer service at 1-800-547-0712. DTNA's number for this recall is D25R2.",No,No,NYSE:,DAIMLER AG,MBGAF,60.91999816894531,60.599998474121094,60297027584,8.21,Mercedes-Benz Group AG
